field_key,component_name,lv2_scope,requiredness,source_file
groupName,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
ingestPayload,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
ingestSource,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
instructions,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
isRequiredToPass,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
keywords,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
l1InterferenceNotes,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
lastUpdatedAt,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
lastUpdatedBy,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
learningObjectives,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
lessonId,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
levelMax,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
levelMin,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
linkedResources,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
manualOverrideJson,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
masteryRule,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
masteryThreshold,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
maxAttempts,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
maxScoreValue,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
metadata,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
minAttemptsBeforeSkip,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
moduleId,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
note,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
notesForTeacherOrAI,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
orderIndex,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
ownerTeam,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
passingScoreType,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
passingScoreValue,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
passRequiredForNext,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
prerequisiteEdges,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
prerequisiteModules,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
prerequisiteNodes,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
prerequisites,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
prerequisiteSlices,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
priorLessons,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
pronunciationFocus,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
propsJson,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
registerTone,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
registerVariants,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
remediationGuidance,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
remediationPaths,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
requiredScore,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
retryPolicy,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
runtimeContractV1,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
shortSummaryTeacherActivity,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
shortSummaryTeacherSlide,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
signatureMetaphors,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
simplificationGuidelines,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
skipPolicy,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
slideId,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
slug,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
sourceVersion,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
styleConstraints,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
subtitle,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
successCriteria,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
tags,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
targetedEdges,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
targetedNodes,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
targetedSlices,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
targetLanguage,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
targetNodeKeys,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
teacherNotes,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
teacherOverview,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
telemetryTags,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
textSubtype,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
timeExpectationActivity,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
title,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
topicCategory,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
type,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
version,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
visibility,activity_slides,ACT-023,required,lv2_central_brain/activity_023.md
vocabularyTheme,activity_slides,ACT-023,optional,lv2_central_brain/activity_023.md
activityId,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
aiInstructions,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
allowRetry,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
allowSkip,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
anecdoteOrMemoryHook,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
assessmentPlan,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
audienceNotes,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
audioId,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
autoAdvance,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
body,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
buttons,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
cefrLevel,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
cefrMax,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
cefrMin,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
commonMisconceptions,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
competencyTags,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
coreTopics,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
culturalContext,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
defaultLang,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
delayMs,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
description,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
diagnosticChecks,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
differentiationPaths,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
differentiationStrategies,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
diffLog,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
discourseFocus,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
estimatedMinutes,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
exampleResponses,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
expansionGuidelines,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
expectedCompletionRate,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
expectedTimeOnTask,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
extractabilityTier,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
extraPracticeNotes,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
forbiddenPatterns,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
grammarFocus,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
groupId,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
groupName,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
imageUrl,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
ingestPayload,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
ingestSource,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
instructions,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
isRequiredToPass,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
keywords,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
l1InterferenceNotes,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
lastUpdatedAt,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
lastUpdatedBy,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
learningObjectives,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
lessonId,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
letterUnits,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
levelMax,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
levelMin,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
linkedResources,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
manualOverrideJson,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
masteryRule,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
masteryThreshold,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
maxAttempts,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
maxRetries,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
maxScoreValue,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
metadata,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
minAttemptsBeforeSkip,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
moduleId,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
note,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
notesForTeacherOrAI,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
orderIndex,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
ownerTeam,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
passingScoreType,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
passingScoreValue,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
passRequiredForNext,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
passThreshold,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
prerequisiteEdges,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
prerequisiteModules,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
prerequisiteNodes,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
prerequisites,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
prerequisiteSlices,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
priorLessons,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
pronunciationFocus,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
propsJson,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
registerTone,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
registerVariants,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
remediationGuidance,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
remediationPaths,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
requiredScore,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
retryPolicy,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
runtimeContractV1,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
shortSummaryTeacherActivity,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
shortSummaryTeacherSlide,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
signatureMetaphors,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
simplificationGuidelines,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
skipPolicy,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
slideId,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
slug,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
sourceVersion,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
styleConstraints,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
subtitle,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
successCriteria,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
tags,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
targetedEdges,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
targetedNodes,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
targetedSlices,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
targetLanguage,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
targetNodeKeys,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
teacherNotes,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
teacherOverview,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
telemetryTags,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
textSubtype,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
timeExpectationActivity,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
title,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
topicCategory,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
type,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
version,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
visibility,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
vocabularyTheme,activity_slides,ACT-024,optional,lv2_central_brain/activity_024.md
word,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
wordAudio,activity_slides,ACT-024,required,lv2_central_brain/activity_024.md
activityId,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
aiInstructions,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
allowRetry,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
allowSkip,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
anecdoteOrMemoryHook,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
assessmentPlan,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
audienceNotes,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
audioClips,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
audioId,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
autoAdvance,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
body,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
buttons,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
cefrLevel,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
cefrMax,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
cefrMin,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
commonMisconceptions,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
competencyTags,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
coreTopics,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
correctOrderClips,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
culturalContext,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
defaultLang,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
delayMs,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
description,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
diagnosticChecks,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
differentiationPaths,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
differentiationStrategies,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
diffLog,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
discourseFocus,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
estimatedMinutes,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
exampleResponses,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
expansionGuidelines,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
expectedCompletionRate,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
expectedTimeOnTask,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
extractabilityTier,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
extraPracticeNotes,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
forbiddenPatterns,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
grammarFocus,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
groupId,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
groupName,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
ingestPayload,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
ingestSource,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
instructions,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
isRequiredToPass,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
keywords,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
l1InterferenceNotes,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
lastUpdatedAt,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
lastUpdatedBy,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
learningObjectives,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
lessonId,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
levelMax,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
levelMin,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
linkedResources,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
manualOverrideJson,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
masteryRule,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
masteryThreshold,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
maxAttempts,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
maxScoreValue,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
metadata,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
minAttemptsBeforeSkip,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
moduleId,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
note,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
notesForTeacherOrAI,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
orderIndex,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
ownerTeam,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
passingScoreType,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
passingScoreValue,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
passRequiredForNext,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
prerequisiteEdges,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
prerequisiteModules,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
prerequisiteNodes,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
prerequisites,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
prerequisiteSlices,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
priorLessons,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
pronunciationFocus,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
propsJson,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
registerTone,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
registerVariants,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
remediationGuidance,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
remediationPaths,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
requiredScore,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
retryPolicy,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
runtimeContractV1,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
shortSummaryTeacherActivity,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
shortSummaryTeacherSlide,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
signatureMetaphors,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
simplificationGuidelines,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
skipPolicy,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
slideId,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
slug,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
sourceVersion,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
styleConstraints,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
subtitle,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
successCriteria,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
tags,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
targetedEdges,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
targetedNodes,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
targetedSlices,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
targetLanguage,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
targetNodeKeys,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
teacherNotes,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
teacherOverview,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
telemetryTags,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
textSubtype,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
timeExpectationActivity,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
title,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
topicCategory,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
type,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
version,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
visibility,activity_slides,ACT-025,required,lv2_central_brain/activity_025.md
vocabularyTheme,activity_slides,ACT-025,optional,lv2_central_brain/activity_025.md
activityId,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
aiInstructions,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
allowRetry,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
allowSkip,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
anecdoteOrMemoryHook,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
assessmentPlan,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
audienceNotes,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
audioId,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
audioPrompt,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
autoAdvance,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
body,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
buttons,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
cefrLevel,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
cefrMax,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
cefrMin,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
commonMisconceptions,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
competencyTags,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
coreTopics,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
culturalContext,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
defaultLang,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
delayMs,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
description,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
diagnosticChecks,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
differentiationPaths,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
differentiationStrategies,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
diffLog,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
discourseFocus,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
estimatedMinutes,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
exampleResponses,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
expansionGuidelines,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
expectedCompletionRate,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
expectedTimeOnTask,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
extractabilityTier,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
extraPracticeNotes,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
forbiddenPatterns,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
grammarFocus,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
groupId,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
groupName,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
ingestPayload,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
ingestSource,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
instructions,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
isRequiredToPass,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
keywords,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
l1InterferenceNotes,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
lastUpdatedAt,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
lastUpdatedBy,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
learningObjectives,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
lessonId,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
levelMax,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
levelMin,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
linkedResources,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
manualOverrideJson,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
masteryRule,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
masteryThreshold,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
maxAttempts,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
maxScoreValue,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
metadata,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
minAttemptsBeforeSkip,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
moduleId,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
note,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
notesForTeacherOrAI,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
orderIndex,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
ownerTeam,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
passingScoreType,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
passingScoreValue,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
passRequiredForNext,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
prerequisiteEdges,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
prerequisiteModules,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
prerequisiteNodes,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
prerequisites,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
prerequisiteSlices,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
priorLessons,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
promptText,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
pronunciationFocus,activity_slides,ACT-026,optional,lv2_central_brain/activity_026.md
propsJson,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
registerTone,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
registerVariants,activity_slides,ACT-026,required,lv2_central_brain/activity_026.md
